Tanggal,Tahun,Bulan,T_avg,RH_avg,RR,Prediction_base_on_RH,Prediction_base_on_T
2022-11-10,2022,11,27.6,82.0,0.0,7.607498931597043,7.30302770253742
2022-11-11,2022,11,28.0,76.0,13.5,3.792659443424924,6.0289120115838415
2022-11-12,2022,11,27.6,81.0,0.6,6.971692350235024,7.30302770253742
2022-11-13,2022,11,27.2,83.0,0.0,8.243305512959061,8.577143393491
2022-11-14,2022,11,28.3,78.0,0.0,5.064272606148961,5.073325243368657
2022-11-15,2022,11,29.0,73.0,0.5,1.885239699338868,2.8436227841999084
2022-11-16,2022,11,28.7,76.0,0.0,3.792659443424924,3.7992095524150926
2022-11-17,2022,11,26.1,89.0,42.4,12.058145001131173,12.080961543613327
2022-11-18,2022,11,28.3,76.0,10.5,3.792659443424924,5.073325243368657
2022-11-19,2022,11,28.9,74.0,0.0,2.5210462807008867,3.162151706938303
2022-11-20,2022,11,29.5,70.0,0.0,0.0,1.2509781705079348
2022-11-21,2022,11,29.7,66.0,0.0,0.0,0.6139203250311596
2022-11-22,2022,11,29.4,70.0,0.0,0.0,1.5695070932463437
2022-11-23,2022,11,28.8,71.0,0.0,0.6136265366148308,3.480680629676698
2022-11-24,2022,11,28.6,76.0,2.7,3.792659443424924,4.117738475153473
2022-11-25,2022,11,27.8,76.0,0.0,3.792659443424924,6.665969857060631
2022-11-26,2022,11,27.2,82.0,0.0,7.607498931597043,8.577143393491
2022-11-27,2022,11,27.7,80.0,17.2,6.3358857688730055,6.984498779799026
2022-11-28,2022,11,28.6,79.0,2.0,5.70007918751098,4.117738475153473
2022-11-29,2022,11,28.6,78.0,16.8,5.064272606148961,4.117738475153473
2022-11-30,2022,11,28.2,78.0,0.0,5.064272606148961,5.391854166107066
2022-12-01,2022,12,28.4,76.0,0.0,3.1319537953795376,2.961418266108012
2022-12-02,2022,12,28.1,78.0,0.0,4.596961496149625,4.338032796946038
2022-12-03,2022,12,28.3,76.0,4.0,3.1319537953795376,3.4202897763873636
2022-12-04,2022,12,28.4,77.0,0.0,3.864457645764581,2.961418266108012
2022-12-05,2022,12,28.6,76.0,0.0,3.1319537953795376,2.0436752455493377
2022-12-06,2022,12,27.9,80.0,0.0,6.061969196919705,5.255775817504741
2022-12-07,2022,12,28.2,80.0,0.0,6.061969196919705,3.879161286666715
2022-12-08,2022,12,27.8,80.0,0.0,6.061969196919705,5.714647327784064
2022-12-09,2022,12,27.2,82.0,2.6,7.526976897689792,8.46787638946013
2022-12-10,2022,12,27.9,77.0,14.1,3.864457645764581,5.255775817504741
2022-12-11,2022,12,28.9,70.0,0.2,0.0,0.6670607147113117
2022-12-12,2022,12,28.0,77.0,0.0,3.864457645764581,4.79690430722539
2022-12-13,2022,12,28.5,69.0,2.0,0.0,2.502546755828689
2022-12-14,2022,12,28.1,77.0,0.0,3.864457645764581,4.338032796946038
2022-12-15,2022,12,30.3,65.0,0.0,0.0,0.0
2022-12-16,2022,12,28.4,73.0,0.0,0.9344422442244067,2.961418266108012
2022-12-17,2022,12,28.3,80.0,1.5,6.061969196919705,3.4202897763873636
2022-12-18,2022,12,28.3,82.0,1.7,7.526976897689792,3.4202897763873636
2022-12-19,2022,12,28.6,75.0,4.8,2.399449944994494,2.0436752455493377
2022-12-20,2022,12,28.3,76.0,0.0,3.1319537953795376,3.4202897763873636
2022-12-21,2022,12,28.5,80.0,0.0,6.061969196919705,2.502546755828689
2022-12-22,2022,12,28.4,79.0,1.0,5.329465346534668,2.961418266108012
2022-12-23,2022,12,27.2,82.0,38.5,7.526976897689792,8.46787638946013
2022-12-24,2022,12,27.4,85.0,2.8,9.724488448844923,7.550133368901442
2022-12-25,2022,12,26.4,86.0,1.5,10.456992299229967,12.138848471694871
2022-12-26,2022,12,26.6,87.0,14.9,11.18949614961501,11.221105451136168
2022-12-27,2022,12,26.3,81.0,6.3,6.7944730473047485,12.597719981974194
2022-12-28,2022,12,25.9,84.0,0.9,8.99198459845988,14.433206023091572
2022-12-29,2022,12,26.2,84.0,34.0,8.99198459845988,13.056591492253546
2022-12-30,2022,12,26.3,87.0,1.2,11.18949614961501,12.597719981974194
2022-12-31,2022,12,26.2,86.0,4.6,10.456992299229967,13.056591492253546
